"Site.Name","Date","Ametryn","Atrazine","Chlorpyrifos","Diuron","Fipronil","Fluroxypyr","Haloxyfop..acid.","Hexazinone","Imazapic","Imidacloprid","Isoxaflutole.metabolite..DKN.","MCPA","Metolachlor","Metribuzin","Metsulfuron.methyl","Pendimethalin","Prometryn","Simazine","Tebuthiuron","Terbuthylazine","Triclopyr","X2.4.D"
"Sandy Creek at Homebush",2020-02-11 11:45:00,"< 0.01","0.62","< 0.02","0.81","< 0.02","0.19","< 0.02","0.49","0.57","0.25","0.17","0.19","0.35","0.08","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.32"
"Sandy Creek at Homebush",2020-02-13 00:39:00,"0.02","0.62","< 0.02","1","< 0.02","0.22","< 0.02","0.44","0.43","0.26","0.15","0.2","0.26","0.03","0.05","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.54"
"Sandy Creek at Homebush",2020-02-13 01:59:00,"< 0.01","0.51","< 0.02","0.62","< 0.02","0.16","< 0.02","0.39","0.38","0.27","0.13","0.3","0.08","0.02","0.03","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.21"
"Sandy Creek at Homebush",2020-02-13 19:59:00,"< 0.01","1.2","< 0.02","0.89","< 0.02","0.39","< 0.02","0.24","0.45","0.22","0.08","0.13","0.12","< 0.02","0.03","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.81"
"Sandy Creek at Homebush",2020-02-14 01:59:00,"< 0.01","1","< 0.02","1.9","< 0.02","0.19","0.02","0.74","0.41","0.22","0.12","0.14","0.12","0.03","0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.56"
"Sandy Creek at Homebush",2020-02-14 19:09:00,"< 0.01","0.97","< 0.02","0.84","< 0.02","0.32","< 0.02","0.22","0.43","0.3","0.1","0.18","0.15","< 0.02","0.03","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.97"
"Sandy Creek at Homebush",2020-02-14 20:52:00,"< 0.01","1.1","< 0.02","1.4","< 0.02","0.34","0.02","0.48","0.48","0.31","0.1","0.17","0.18","< 0.02","0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.89"
"Sandy Creek at Homebush",2020-02-15 14:52:00,"< 0.01","1","< 0.02","0.52","< 0.02","0.26","< 0.02","0.13","0.36","0.32","0.1","0.15","0.19","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.37"
"Sandy Creek at Homebush",2020-02-15 16:39:00,"< 0.01","0.57","< 0.02","0.34","< 0.02","0.21","< 0.02","0.08","0.32","0.21","< 0.05","0.09","0.11","< 0.02","0.04","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.45"
"Sandy Creek at Homebush",2020-02-15 16:59:00,"< 0.01","0.43","< 0.02","0.49","< 0.02","0.34","< 0.02","0.08","0.33","0.21","< 0.05","0.1","0.08","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.63"
"Sandy Creek at Homebush",2020-02-15 17:19:00,"< 0.01","0.47","< 0.02","0.7","< 0.02","0.26","< 0.02","0.11","0.27","0.26","< 0.05","0.09","0.11","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.42"
"Sandy Creek at Homebush",2020-02-15 17:59:00,"< 0.01","0.31","< 0.02","0.7","< 0.02","0.16","< 0.02","0.13","0.23","0.27","< 0.05","0.08","0.09","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.25"
"Sandy Creek at Homebush",2020-02-16 00:09:00,"< 0.01","0.42","< 0.02","0.38","< 0.02","0.23","< 0.02","0.08","0.2","0.26","< 0.05","0.26","0.09","< 0.02","0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.42"
"Sandy Creek at Homebush",2020-02-16 15:30:00,"< 0.01","0.45","< 0.02","0.4","< 0.02","0.24","< 0.02","0.14","0.26","0.25","0.06","0.52","0.25","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.39"
"Sandy Creek at Homebush",2020-02-22 20:05:00,"< 0.01","0.14","< 0.02","0.19","< 0.02","0.33","< 0.02","0.22","0.38","0.06","< 0.02","< 0.02","0.03","< 0.02","0.03","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.83"
"Sandy Creek at Homebush",2020-02-22 22:15:00,"< 0.01","0.25","< 0.02","0.88","< 0.02","0.16","< 0.02","0.23","0.26","0.31","0.03","0.03","0.05","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.85"
"Sandy Creek at Homebush",2020-02-23 04:15:00,"< 0.01","0.16","< 0.02","0.2","< 0.02","0.13","0.04","0.07","0.11","0.17","0.02","0.1","0.03","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.47"
"Sandy Creek at Homebush",2020-02-23 08:15:00,"< 0.01","0.22","< 0.02","0.29","< 0.02","0.25","0.05","0.09","0.14","0.31","0.03","0.21","0.06","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.64"
"Sandy Creek at Homebush",2020-02-23 12:05:00,"< 0.01","0.69","< 0.02","0.2","< 0.02","0.18","0.06","0.07","0.1","0.26","0.03","0.2","0.09","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.52"
"Sandy Creek at Homebush",2020-02-23 18:05:00,"< 0.01","1.2","< 0.02","0.27","< 0.02","0.18","0.04","0.09","0.16","0.17","0.04","0.12","0.27","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.64"
"Sandy Creek at Homebush",2020-02-24 05:50:00,"< 0.01","0.46","< 0.02","0.25","< 0.02","0.18","0.02","0.08","0.14","0.2","0.03","0.13","0.14","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.37"
"Sandy Creek at Homebush",2020-02-25 11:00:00,"< 0.01","0.3","< 0.02","0.6","< 0.02","0.3","< 0.02","0.17","0.21","0.34","0.09","0.12","0.14","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.3"
"Sandy Creek at Homebush",2020-02-26 04:35:00,"< 0.01","0.25","< 0.02","0.36","< 0.02","0.15","< 0.02","0.12","0.17","0.27","0.05","0.06","0.1","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.14"
"Sandy Creek at Homebush",2020-02-26 16:35:00,"< 0.01","0.35","< 0.02","0.38","< 0.02","0.2","0.03","0.13","0.2","0.32","0.06","0.06","0.12","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.17"
"Sandy Creek at Homebush",2020-02-27 09:29:00,"< 0.01","0.32","< 0.02","0.38","< 0.02","0.17","< 0.02","0.14","0.22","0.26","0.06","0.05","0.13","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.1"
"Sandy Creek at Homebush",2020-03-03 12:40:00,"< 0.01","0.14","< 0.02","0.36","< 0.02","0.07","< 0.02","0.1","0.11","0.15","0.03","0.01","0.05","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.04"
"Sandy Creek at Homebush",2020-03-04 00:48:00,"< 0.01","0.08","< 0.02","0.16","< 0.02","0.13","< 0.02","0.05","0.08","0.11","< 0.02","0.02","0.02","< 0.02","0.06","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.66"
"Sandy Creek at Homebush",2020-03-04 02:25:00,"< 0.01","0.07","< 0.02","0.29","< 0.02","0.09","< 0.02","0.06","0.12","0.23","< 0.02","0.03","0.03","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.93"
"Sandy Creek at Homebush",2020-03-04 05:48:00,"< 0.01","0.06","< 0.02","0.18","< 0.02","0.14","< 0.02","0.03","0.06","0.19","< 0.02","0.11","0.03","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.3"
"Sandy Creek at Homebush",2020-03-04 11:48:00,"< 0.01","0.07","< 0.02","0.1","< 0.02","0.17","< 0.02","0.03","0.06","0.17","< 0.02","0.36","0.04","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.28"
"Sandy Creek at Homebush",2020-03-04 16:15:00,"< 0.01","0.14","< 0.02","0.16","< 0.02","0.15","< 0.02","0.05","0.21","0.14","< 0.02","0.21","0.06","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.29"
"Sandy Creek at Homebush",2020-03-04 22:15:00,"< 0.01","0.15","< 0.02","0.2","< 0.02","0.14","< 0.02","0.06","0.15","0.17","< 0.02","0.17","0.08","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.35"
"Sandy Creek at Homebush",2020-03-05 16:15:00,"< 0.01","0.1","< 0.02","0.2","< 0.02","0.16","< 0.02","0.08","0.14","0.2","< 0.02","0.14","0.08","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.33"
"Sandy Creek at Homebush",2020-03-06 06:05:00,"< 0.01","0.1","< 0.02","0.18","< 0.02","0.11","< 0.05","0.07","0.15","0.23","< 0.02","0.07","0.06","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.19"
"Sandy Creek at Homebush",2020-03-06 08:55:00,"< 0.01","0.06","< 0.02","0.12","< 0.02","0.09","< 0.05","0.04","0.11","0.23","< 0.02","0.22","0.05","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.13"
"Sandy Creek at Homebush",2020-03-06 15:35:00,"< 0.01","0.11","< 0.02","0.16","< 0.02","0.14","< 0.05","0.06","0.16","0.19","< 0.02","0.08","0.06","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.13"
"Sandy Creek at Homebush",2020-03-07 12:49:00,"< 0.01","0.09","< 0.02","0.19","< 0.02","0.13","< 0.05","0.08","0.15","0.26","< 0.02","0.05","0.07","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.11"
"Sandy Creek at Homebush",2020-03-19 14:15:00,"< 0.01","0.04","< 0.02","0.07","< 0.02","< 0.05","< 0.02","0.05","0.06","0.13","< 0.02","< 0.01","0.02","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.14"
"Sandy Creek at Homebush",2020-03-23 13:20:00,"< 0.01","0.03","< 0.02","0.07","< 0.02","< 0.05","< 0.02","0.04","0.06","0.08","0.02","< 0.01","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2020-04-09 13:40:00,"< 0.01","0.02","< 0.02","0.06","< 0.02","< 0.05","< 0.02","0.04","0.06","0.03","< 0.05","0.02","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.02"
"Sandy Creek at Homebush",2020-04-16 10:15:00,"< 0.01","0.03","< 0.02","0.05","< 0.02","< 0.05","< 0.02","0.05","0.06","0.02","< 0.05","0.05","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2020-04-23 13:50:00,"< 0.01","0.08","< 0.05","0.09","< 0.02","< 0.05","< 0.02","0.03","0.03","< 0.02","< 0.02","< 0.02","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","< 0.05"
"Sandy Creek at Homebush",2020-04-30 15:10:00,"< 0.01","0.03","< 0.05","0.08","< 0.02","< 0.05","< 0.02","0.02","0.04","< 0.02","< 0.02","< 0.02","0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","< 0.05"
"Sandy Creek at Homebush",2020-05-21 11:30:00,"< 0.01","0.03","< 0.02","0.14","< 0.02","< 0.05","< 0.02","0.05","0.08","< 0.02","< 0.02","< 0.02","0.02","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","< 0.05"
"Sandy Creek at Homebush",2020-05-24 10:20:00,"< 0.01","0.1","< 0.02","0.63","< 0.02","0.14","< 0.02","0.05","0.25","0.05","< 0.02","0.33","0.04","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.1"
"Sandy Creek at Homebush",2020-05-25 10:20:00,"< 0.01","0.08","< 0.02","0.65","< 0.02","0.21","< 0.02","0.04","0.27","0.06","< 0.02","0.2","0.15","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.17"
"Sandy Creek at Homebush",2020-06-19 12:45:00,"< 0.01","< 0.02","< 0.02","0.06","< 0.02","0.06","< 0.02","0.03","0.11","0.03","< 0.05","< 0.01","0.02","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2020-07-17 10:55:00,"< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.05","< 0.02","0.02","0.04","< 0.02","< 0.02","< 0.01","< 0.01","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2020-09-11 10:15:00,"< 0.01","0.03","< 0.02","0.02","< 0.02","< 0.05","< 0.02","0.19","0.05","< 0.02","0.08","< 0.02","0.02","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","< 0.05"
"Sandy Creek at Homebush",2020-11-08 08:15:00,"< 0.01","0.14","< 0.02","0.73","< 0.02","0.06","< 0.02","0.12","0.12","0.36","< 0.05","0.01","0.07","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","< 0.05"
"Sandy Creek at Homebush",2020-11-08 09:45:00,"0.02","1.1","< 0.02","3.9","< 0.02","0.57","< 0.02","1","0.41","0.74","0.51","0.18","0.56","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.9"
"Sandy Creek at Homebush",2020-11-08 16:08:00,"0.02","2.2","< 0.02","2.5","< 0.02","0.82","< 0.02","0.29","0.43","0.75","0.38","0.19","0.51","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","1.4"
"Sandy Creek at Homebush",2020-11-09 04:18:00,"0.23","1.2","< 0.02","2.5","< 0.02","0.62","< 0.02","1","0.78","0.95","0.41","0.34","2.1","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","2.4"
"Sandy Creek at Homebush",2020-11-09 10:18:00,"0.22","1.9","< 0.02","2.8","< 0.02","0.59","< 0.02","1.3","0.87","0.88","0.4","0.29","2.2","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","2.2"
"Sandy Creek at Homebush",2020-11-13 12:00:00,"0.15","1.4","< 0.02","2","< 0.02","0.45","< 0.02","1.2","0.95","0.54","0.3","0.1","1.7","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.58"
"Sandy Creek at Homebush",2020-11-23 14:00:00,"0.07","0.75","< 0.02","0.86","< 0.02","0.23","< 0.02","0.6","0.42","0.24","0.27","0.03","0.89","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.2","0.1"
"Sandy Creek at Homebush",2020-12-01 13:30:00,"0.04","0.51","< 0.02","0.48","< 0.02","0.11","< 0.02","0.41","0.29","0.11","0.15","< 0.01","0.49","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.14"
"Sandy Creek at Homebush",2020-12-15 12:30:00,"0.16","1.9","< 0.02","2.9","< 0.02","0.17","< 0.05","0.82","0.38","0.28","0.16","0.03","0.18","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.1","0.86"
"Sandy Creek at Homebush",2020-12-25 16:26:00,"0.07","2.8","< 0.02","2.5","< 0.02","0.42","< 0.02","0.77","0.58","0.44","0.67","0.05","0.59","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.12","< 0.05","0.52"
"Sandy Creek at Homebush",2020-12-26 04:28:00,"0.07","3.4","< 0.02","2.7","< 0.02","0.45","< 0.02","0.77","0.58","0.37","0.68","0.07","0.72","< 0.02","< 0.02","< 0.02","< 0.02","0.01","< 0.01","0.07","< 0.05","1"
"Sandy Creek at Homebush",2020-12-26 16:29:00,"0.17","3.1","< 0.02","2.9","< 0.02","0.46","< 0.02","0.65","0.6","0.4","0.65","0.35","0.45","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.13","< 0.05","0.8"
"Sandy Creek at Homebush",2020-12-27 04:30:00,"0.14","5.1","< 0.02","1.7","< 0.02","0.99","< 0.02","1.2","0.99","0.52","1.4","0.18","0.45","< 0.02","< 0.02","< 0.02","< 0.02","0.02","< 0.01","0.8","< 0.05","1.1"
"Sandy Creek at Homebush",2020-12-29 19:05:00,"0.17","3.6","< 0.02","3.9","< 0.02","0.63","< 0.02","1.4","1","0.86","1","0.03","0.51","< 0.02","< 0.02","< 0.02","< 0.02","0.02","< 0.01","0.34","0.06","0.15"
"Sandy Creek at Homebush",2020-12-29 23:55:00,"0.1","2.5","< 0.02","3","< 0.02","0.37","< 0.02","0.83","0.58","0.92","0.51","0.02","0.6","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.24","< 0.05","0.09"
"Sandy Creek at Homebush",2020-12-30 01:45:00,"0.07","3","< 0.02","2.4","< 0.02","0.44","< 0.02","0.73","0.53","1.1","0.49","0.03","0.39","< 0.02","< 0.02","< 0.02","< 0.02","0.01","< 0.01","0.5","< 0.05","0.29"
"Sandy Creek at Homebush",2020-12-30 09:35:00,"0.04","1.4","< 0.02","0.75","< 0.02","0.24","< 0.02","0.3","0.25","0.92","0.28","0.03","0.3","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.21","< 0.05","0.17"
"Sandy Creek at Homebush",2020-12-31 01:19:00,"0.18","1.4","< 0.02","2.1","< 0.02","0.63","0.03","0.92","0.48","0.77","0.34","0.15","0.84","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.39","< 0.05","0.26"
"Sandy Creek at Homebush",2020-12-31 10:59:00,"0.26","1.7","< 0.02","1.9","< 0.02","0.66","0.03","0.86","0.51","0.86","0.38","0.13","0.87","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.26","< 0.05","0.24"
"Sandy Creek at Homebush",2021-01-01 11:58:00,"0.3","1.9","< 0.02","1.6","< 0.02","0.49","0.03","0.94","0.62","1.3","0.38","0.04","1.2","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.32","< 0.05","0.11"
"Sandy Creek at Homebush",2021-01-02 02:14:00,"0.33","2","< 0.02","1.7","< 0.02","0.38","< 0.02","0.94","0.62","1.2","0.39","0.02","1.3","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.32","< 0.05","0.05"
"Sandy Creek at Homebush",2021-01-04 12:50:00,"0.25","1.6","< 0.02","1.6","< 0.02","0.47","< 0.02","0.65","0.54","1.2","0.43","0.06","0.94","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.34","< 0.05","0.1"
"Sandy Creek at Homebush",2021-01-06 10:09:00,"0.09","2","< 0.05","1.6","< 0.02","0.27","< 0.02","0.54","0.32","0.59","0.25","0.02","0.35","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.53","< 0.05","0.14"
"Sandy Creek at Homebush",2021-01-06 18:25:00,"0.17","2.9","< 0.05","2.1","< 0.02","0.17","< 0.02","0.56","0.38","0.61","0.21","0.02","0.43","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.17","< 0.05","0.23"
"Sandy Creek at Homebush",2021-01-07 00:25:00,"0.16","2.6","< 0.05","2","< 0.02","0.17","< 0.02","0.62","0.8","0.57","0.3","0.02","0.45","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.19","< 0.05","0.06"
"Sandy Creek at Homebush",2021-01-07 09:10:00,"0.06","4.8","< 0.05","2.9","< 0.02","0.33","< 0.02","0.44","0.38","0.59","0.28","0.04","0.21","< 0.02","< 0.02","< 0.02","< 0.02","0.01","< 0.01","0.4","< 0.05","0.55"
"Sandy Creek at Homebush",2021-01-08 03:45:00,"0.06","1.1","< 0.05","0.86","< 0.02","0.25","0.03","0.3","0.43","0.58","0.29","0.47","0.43","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.23","< 0.05","0.24"
"Sandy Creek at Homebush",2021-01-08 16:55:00,"0.05","2.5","< 0.05","1.2","< 0.02","0.18","< 0.02","0.37","0.43","0.68","0.2","0.03","0.33","< 0.02","0.03","< 0.02","< 0.02","< 0.01","< 0.01","0.35","< 0.05","0.06"
"Sandy Creek at Homebush",2021-01-09 01:39:00,"0.03","2.2","< 0.05","1.8","< 0.02","0.21","< 0.02","0.29","0.33","0.66","0.14","0.09","0.23","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.24","< 0.05","0.29"
"Sandy Creek at Homebush",2021-01-09 09:59:00,"0.02","2.1","< 0.05","0.62","< 0.02","0.17","< 0.02","0.24","0.35","0.59","0.15","0.07","0.21","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.17","< 0.05","0.14"
"Sandy Creek at Homebush",2021-01-10 13:10:00,"0.05","1.2","< 0.05","0.41","< 0.02","0.13","< 0.02","0.26","0.43","0.73","0.24","0.01","0.31","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.19","< 0.05","< 0.05"
"Sandy Creek at Homebush",2021-01-10 23:03:00,"0.01","1.1","< 0.05","0.33","< 0.02","0.12","< 0.02","0.15","0.23","0.65","0.1","0.03","0.15","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.1","< 0.05","0.07"
"Sandy Creek at Homebush",2021-01-11 04:35:00,"0.02","0.72","< 0.05","0.34","< 0.02","0.13","< 0.02","0.14","0.23","0.63","0.14","0.04","0.2","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.1","< 0.05","0.07"
"Sandy Creek at Homebush",2021-01-11 11:05:00,"0.02","0.62","< 0.05","0.19","< 0.02","0.08","< 0.02","0.18","0.23","0.48","< 0.02","< 0.01","0.18","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.06","< 0.05","< 0.05"
"Sandy Creek at Homebush",2021-01-12 09:45:00,"0.06","0.58","< 0.05","0.45","< 0.02","0.18","< 0.02","0.22","0.23","0.77","< 0.02","0.03","0.28","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.09","< 0.05","0.09"
"Sandy Creek at Homebush",2021-01-14 13:00:00,"0.04","0.61","< 0.02","0.3","< 0.02","0.09","< 0.02","0.17","0.22","0.53","0.16","< 0.01","0.33","< 0.02","< 0.02","< 0.05","< 0.02","< 0.01","< 0.01","0.08","< 0.05","0.02"
"Sandy Creek at Homebush",2021-01-27 12:05:00,"0.02","0.22","< 0.02","0.14","< 0.02","< 0.05","< 0.02","0.1","0.1","0.19","0.1","< 0.02","0.1","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.04","< 0.05","< 0.05"
"Sandy Creek at Homebush",2021-02-16 17:00:00,"0.02","0.16","< 0.02","0.23","< 0.02","0.06","< 0.02","0.12","0.08","< 0.1","0.06","0.02","0.04","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.03","< 0.05","0.14"
"Sandy Creek at Homebush",2021-03-01 13:08:00,"0.02","0.5","< 0.02","0.12","< 0.02","0.2","< 0.02","0.17","0.22","0.12","0.14","< 0.02","0.04","0.04","0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.02","< 0.1","< 0.1"
"Sandy Creek at Homebush",2021-03-15 11:00:00,"< 0.01","0.14","< 0.02","0.06","< 0.02","0.15","0.05","0.08","0.11","0.07","0.1","< 0.01","0.02","< 0.02","< 0.05","< 0.02","< 0.02","< 0.01","< 0.01","0.01","< 0.05","< 0.02"
"Sandy Creek at Homebush",2021-03-18 23:25:00,"0.01","0.33","< 0.02","0.08","< 0.02","0.1","< 0.02","0.1","0.19","0.08","0.1","0.01","0.02","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","< 0.01","< 0.05","0.05"
"Sandy Creek at Homebush",2021-03-19 04:55:00,"0.03","0.81","< 0.02","0.29","< 0.02","0.33","0.02","0.23","0.28","0.29","0.13","0.29","0.1","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.04","< 0.05","0.19"
"Sandy Creek at Homebush",2021-03-19 10:25:00,"0.03","0.5","< 0.02","2.1","< 0.02","0.32","< 0.02","0.18","0.27","0.31","0.14","0.34","0.11","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.04","< 0.05","0.5"
"Sandy Creek at Homebush",2021-03-20 17:10:00,"< 0.01","0.25","< 0.02","1.4","< 0.02","1.3","0.03","0.24","0.47","0.09","0.1","0.65","0.11","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.01","< 0.05","0.81"
"Sandy Creek at Homebush",2021-03-21 17:10:00,"0.01","0.24","< 0.02","1.1","< 0.02","0.89","0.03","0.21","0.4","0.11","0.09","0.27","0.1","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.01","< 0.05","0.55"
"Sandy Creek at Homebush",2021-03-22 12:00:00,"< 0.01","0.43","< 0.02","1.3","< 0.02","0.66","0.03","0.22","0.36","0.1","0.14","0.18","0.12","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.11","< 0.05","0.5"
"Sandy Creek at Homebush",2021-03-22 16:15:00,"< 0.01","0.16","< 0.02","0.49","< 0.02","< 0.05","0.09","0.11","0.17","0.15","0.06","0.18","0.04","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.01","< 0.05","0.41"
"Sandy Creek at Homebush",2021-03-23 04:15:00,"< 0.01","0.27","< 0.02","0.42","< 0.02","0.69","0.02","0.13","0.23","0.12","< 0.05","0.17","0.07","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.03","< 0.05","0.44"
"Sandy Creek at Homebush",2021-03-23 16:15:00,"< 0.01","0.16","< 0.02","0.24","< 0.02","1","< 0.02","0.11","0.17","0.11","< 0.05","< 0.01","0.06","< 0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.01","0.02","< 0.05","< 0.05"
