"Site.Name","Date","Ametryn","Atrazine","Chlorpyrifos","Diuron","Fipronil","Fluroxypyr","Haloxyfop..acid.","Hexazinone","Imazapic","Imidacloprid","Isoxaflutole.metabolite..DKN.","MCPA","Metolachlor","Metribuzin","Metsulfuron.methyl","Pendimethalin","Prometryn","Simazine","Tebuthiuron","Terbuthylazine","Triclopyr","X2.4.D"
"Sandy Creek at Homebush",2016-03-05 00:28:00,"< 0.01","0.3",NA,"0.39",NA,"0.27","< 0.01","0.17","0.18","0.29","0.03","0.24","0.1","0.03","0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","0.01","0.34"
"Sandy Creek at Homebush",2016-03-05 06:33:00,"< 0.01","0.34",NA,"0.33",NA,"0.23","< 0.01","0.16","0.15","0.29","0.04","0.19","0.06","0.02","0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.36"
"Sandy Creek at Homebush",2016-03-05 08:45:00,"< 0.01","0.25",NA,"0.28",NA,"0.2","< 0.01","0.13","0.13","0.27","0.03","0.14","0.07","0.03","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.31"
"Sandy Creek at Homebush",2016-03-05 10:23:00,"< 0.01","0.21",NA,"0.28",NA,"0.19","< 0.01","0.11","0.13","0.28","0.03","0.12","0.05","0.03","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.29"
"Sandy Creek at Homebush",2016-03-05 14:33:00,"< 0.01","0.26",NA,"0.31",NA,"0.18","< 0.01","0.12","0.14","0.29","0.03","0.15","0.06","0.03","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.26"
"Sandy Creek at Homebush",2016-03-05 20:41:00,"< 0.01","0.21",NA,"0.26",NA,"0.17","< 0.01","0.11","0.12","0.2","0.02","0.11","0.07","0.02","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.24"
"Sandy Creek at Homebush",2016-03-06 02:49:00,"< 0.01","0.22",NA,"0.32",NA,"0.18","< 0.01","0.14","0.13","0.21","0.01","0.12","0.07","0.02","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.24"
"Sandy Creek at Homebush",2016-03-06 08:57:00,"< 0.01","0.23",NA,"0.34",NA,"0.19","< 0.01","0.16","0.13","0.23","0.01","0.1","0.08","0.02","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","0.01","0.23"
"Sandy Creek at Homebush",2016-03-06 15:05:00,"< 0.01","0.23",NA,"0.34",NA,"0.21","< 0.01","0.18","0.14","0.26","0.01","0.11","0.08","0.02","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","0.01","0.19"
"Sandy Creek at Homebush",2016-03-06 20:47:00,"< 0.01","0.19",NA,"0.23",NA,"0.13","< 0.01","0.11","0.1","0.29","0.02","0.06","0.06","0.02","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.12"
"Sandy Creek at Homebush",2016-03-07 02:55:00,"< 0.01","0.15",NA,"0.16",NA,"0.07","< 0.01","0.07","0.09","0.25","0.02","0.04","0.05","0.02","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.1"
"Sandy Creek at Homebush",2016-03-07 09:03:00,"< 0.01","0.15",NA,"0.19",NA,"0.09","< 0.01","0.08","0.09","0.24","0.01","0.05","0.05","0.02","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.1"
"Sandy Creek at Homebush",2016-03-07 19:43:00,"< 0.01","0.16",NA,"0.28",NA,"0.11","< 0.01","0.11","0.1","0.24","< 0.01","0.06","0.06","0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.1"
"Sandy Creek at Homebush",2016-03-08 01:51:00,"< 0.01","0.13",NA,"0.23",NA,"0.11","< 0.01","0.1","0.09","0.22","< 0.01","0.06","0.05","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.08"
"Sandy Creek at Homebush",2016-03-08 07:59:00,"< 0.01","0.12",NA,"0.23",NA,"0.08","< 0.01","0.09","0.1","0.25","0.01","0.04","0.05","0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.07"
"Sandy Creek at Homebush",2016-03-08 14:07:00,"< 0.01","0.12",NA,"0.21",NA,"0.08","< 0.01","0.08","0.1","0.23","0.01","0.03","0.05","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.07"
"Sandy Creek at Homebush",2016-03-08 20:16:00,"< 0.01","0.13",NA,"0.22",NA,"0.08","< 0.01","0.09","0.11","0.24","< 0.01","0.03","0.05","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.07"
"Sandy Creek at Homebush",2016-03-09 02:23:00,"< 0.01","0.13",NA,"0.23",NA,"0.08","< 0.01","0.09","0.11","0.22","< 0.01","0.03","0.06","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.07"
"Sandy Creek at Homebush",2016-03-09 08:31:00,"< 0.01","0.12",NA,"0.2",NA,"0.08","< 0.01","0.09","0.11","0.21","< 0.01","0.03","0.05","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.07"
"Sandy Creek at Homebush",2016-03-09 14:39:00,"< 0.01","0.14",NA,"0.23",NA,"0.09","< 0.01","0.11","0.13","0.25","< 0.01","0.03","0.06","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.07"
"Sandy Creek at Homebush",2016-03-09 17:00:00,"< 0.01","0.14",NA,"0.23",NA,"0.09","< 0.01","0.11","0.13","0.24","0.01","0.04","0.06","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.06"
"Sandy Creek at Homebush",2016-03-14 15:45:00,"< 0.01","0.08",NA,"0.18",NA,"0.04","< 0.01","0.09","0.1","0.12","< 0.01","0.02","0.03","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.02"
"Sandy Creek at Homebush",2016-04-19 09:00:00,"0.01","0.05",NA,"0.07",NA,"0.04","< 0.01","0.07","0.05","0.05","< 0.01","0.02","< 0.01","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.02"
"Sandy Creek at Homebush",2016-06-08 09:30:00,"0.01","0.037",NA,"0.034",NA,"0.064","< 0.001","0.043","0.055","0.054","0.01","0.009","0.2","0.002","0.007",NA,"< 0.001","< 0.001","< 0.001","< 0.001","0.002","0.013"
"Sandy Creek at Homebush",2016-06-16 12:30:00,"0.009","0.055",NA,"0.027",NA,"0.032","< 0.001","0.034","0.059","0.038","0.01","< 0.05","0.2","0.002","0.007",NA,"< 0.001","< 0.001","< 0.001","< 0.001","< 0.05","0.017"
"Sandy Creek at Homebush",2016-06-19 16:47:00,"0.007","0.054",NA,"0.036",NA,"0.16","0.018","0.12","0.045","0.022","0.007","0.065","0.1","0.001","0.004",NA,"< 0.001","< 0.001","< 0.001","< 0.001","< 0.05","0.23"
"Sandy Creek at Homebush",2016-06-19 22:55:00,"0.016","0.085",NA,"0.056",NA,"0.38","0.002","0.16","0.17","0.074","0.019","0.35","0.26","0.003","0.029",NA,"< 0.001","0.001","< 0.001","< 0.001","< 0.05","0.91"
"Sandy Creek at Homebush",2016-06-20 05:03:00,"0.017","0.35",NA,"0.19",NA,"0.3","0.002","0.11","0.2","0.085","0.12","0.27","0.7","0.019","0.02",NA,"< 0.001","< 0.001","< 0.001","< 0.001","< 0.05","1.1"
"Sandy Creek at Homebush",2016-06-23 16:00:00,"< 0.01","0.5",NA,"0.36",NA,"0.23","< 0.01","0.09","0.19","0.16","0.03","0.06","0.29","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.01","0.29"
"Sandy Creek at Homebush",2016-07-11 15:30:00,"< 0.01","0.09",NA,"0.13",NA,"0.1","< 0.01","0.08","0.09","0.04","0.02","< 0.01","0.1","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.06","0.03"
"Sandy Creek at Homebush",2016-07-15 20:50:00,"< 0.01","0.08",NA,"0.1",NA,"0.15","< 0.01","0.18","0.1","0.05","0.02","0.02","0.09","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.06","0.24"
"Sandy Creek at Homebush",2016-07-15 22:56:00,"< 0.01","0.06",NA,"0.14",NA,"0.17","< 0.01","0.41","0.2","0.07","0.01","0.04","0.14","< 0.01","0.02",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.06","0.18"
"Sandy Creek at Homebush",2016-07-16 00:50:00,"< 0.01","0.06",NA,"0.13",NA,"0.31","< 0.01","0.44","0.46","0.11","0.02","0.16","0.12","< 0.01","0.02",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.06","0.26"
"Sandy Creek at Homebush",2016-07-16 02:06:00,"0.01","0.5",NA,"0.1",NA,"0.4","< 0.01","0.25","0.45","0.1","0.01","0.35","1.4","< 0.01","0.03",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.06","0.56"
"Sandy Creek at Homebush",2016-07-16 03:50:00,"< 0.01","0.21",NA,"0.13",NA,"0.27","< 0.01","0.14","0.65","0.12","0.05","0.24","0.69","< 0.01","0.02",NA,"< 0.01","< 0.01","< 0.01","< 0.01","0.02","0.73"
"Sandy Creek at Homebush",2016-07-16 05:22:00,"< 0.01","0.09",NA,"0.08",NA,"0.14","< 0.01","0.05","0.27","0.13","0.05","0.11","0.39","< 0.01","0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.06","0.57"
"Sandy Creek at Homebush",2016-07-16 11:10:00,"< 0.01","0.16",NA,"0.09",NA,"0.17","< 0.01","0.08","0.25","0.09","0.04","0.17","0.56","< 0.01","0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.06","1"
"Sandy Creek at Homebush",2016-07-16 15:22:00,"< 0.01","0.27",NA,"0.16",NA,"0.22","< 0.01","0.16","0.24","0.1","0.05","0.17","0.74","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.06","1"
"Sandy Creek at Homebush",2016-07-18 02:09:00,"< 0.01","0.15",NA,"0.12",NA,"0.19","< 0.01","0.16","0.34","0.25","0.21","0.11","0.33","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.06","0.4"
"Sandy Creek at Homebush",2016-07-18 09:24:00,"< 0.01","0.15",NA,"0.11",NA,"0.18","< 0.01","0.14","0.3","0.21","0.17","0.08","0.35","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.06","0.39"
"Sandy Creek at Homebush",2016-07-21 11:00:00,"< 0.01","0.14",NA,"0.08",NA,"0.08","< 0.01","0.09","0.18","0.12","0.12","0.01","0.24","< 0.01","< 0.01",NA,"< 0.01","< 0.01","< 0.01","< 0.01","< 0.06","0.06"
"Sandy Creek at Homebush",2016-08-23 16:00:00,"0.008","0.029",NA,"0.026",NA,"< 0.001","< 0.001","0.029","0.046","0.01","0.029","0.006","0.024","< 0.001","< 0.001",NA,"< 0.001","< 0.001","< 0.001","< 0.001","< 0.002","0.028"
"Sandy Creek at Homebush",2016-09-08 15:00:00,"0.008","0.078",NA,"0.028",NA,"< 0.001","< 0.001","0.03","0.043","0.005","0.026","0.017","0.06","< 0.001","0.002",NA,"< 0.001","< 0.001","< 0.001","< 0.001","< 0.002","0.056"
"Sandy Creek at Homebush",2016-10-13 11:00:00,"0.004","0.048",NA,"0.023",NA,"< 0.001","< 0.001","0.044","0.021","0.005","0.024","0.001","0.016","< 0.001","< 0.001",NA,"< 0.001","< 0.001","< 0.001","< 0.001","< 0.002","0.005"
"Sandy Creek at Homebush",2016-11-03 10:30:00,"0.005","0.05",NA,"0.021",NA,"< 0.001","< 0.001","0.063","0.015","0.007","0.02","< 0.001","0.017","< 0.001","< 0.001",NA,"< 0.001","< 0.001","< 0.001","< 0.001","< 0.002","0.003"
"Sandy Creek at Homebush",2016-11-09 15:30:00,"0.002","0.066",NA,"0.036",NA,"< 0.001","< 0.001","0.043","0.009","0.013","0.016","0.002","0.007","< 0.001","< 0.001",NA,"< 0.001","< 0.001","< 0.001","< 0.001","< 0.002","0.004"
"Sandy Creek at Homebush",2016-11-17 10:45:00,"0.003","0.053",NA,"0.033",NA,"< 0.001","< 0.001","0.035","0.008","0.007","0.013","< 0.001","0.006","< 0.001","< 0.001",NA,"< 0.001","< 0.001","< 0.001","< 0.001","< 0.002","0.002"
"Sandy Creek at Homebush",2016-11-24 15:20:00,"0.003","0.049",NA,"0.029",NA,"< 0.001","< 0.001","0.028","0.007","0.005","0.011","< 0.001","0.005","< 0.001","< 0.001",NA,"< 0.001","< 0.001","< 0.001","< 0.001","< 0.002","0.002"
"Sandy Creek at Homebush",2016-12-01 09:30:00,"0.0037","0.057","< 0.02","0.033","< 0.001","0.0029","< 5e-04","0.032","0.0058","< 0.003","0.0079","< 0.001","0.0039","< 5e-04","< 5e-04",NA,"< 5e-04","< 5e-04","< 5e-04","< 5e-04","< 0.001","0.0026"
"Sandy Creek at Homebush",2016-12-08 13:20:00,"0.0038","0.049","< 0.02","0.031","< 0.001","0.0018","< 5e-04","0.028","0.0038","< 0.003","0.0071","< 0.001","0.0033","< 5e-04","< 5e-04",NA,"< 5e-04","< 5e-04","< 5e-04","< 5e-04","< 0.001","0.0023"
"Sandy Creek at Homebush",2016-12-12 21:15:00,"< 0.01","0.43","< 0.02","1.2","< 0.02","0.33","< 0.02","0.06","0.02","< 0.02","0.008","< 0.01","0.031","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.26"
"Sandy Creek at Homebush",2016-12-13 03:23:00,"0.02","1.9","< 0.02","1.3","< 0.02","0.39","< 0.02","1.3","0.15","0.05","0.12","< 0.01","0.19","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.73"
"Sandy Creek at Homebush",2016-12-13 09:31:00,"0.6","6.5","< 0.02","6.1","< 0.02","0.28","< 0.02","7.1","1.2","0.34","0.045","0.01","0.85","< 0.02","< 0.02","< 0.02","< 0.02","0.02","< 0.005","< 0.01","< 0.05","1.4"
"Sandy Creek at Homebush",2016-12-14 06:14:00,"0.2","3.2","< 0.02","5.3","< 0.02","0.4","< 0.02","3.9","0.88","0.52","0.49","0.08","2.1","0.26","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.62"
"Sandy Creek at Homebush",2016-12-14 12:22:00,"0.22","2.8","< 0.02","4.6","< 0.02","0.35","< 0.02","4.1","0.76","0.44","0.72","0.08","2","0.37","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.45"
"Sandy Creek at Homebush",2016-12-14 18:30:00,"0.14","2.3","< 0.02","3.7","< 0.02","0.33","< 0.02","2.7","0.67","0.4","0.78","0.08","1.8","0.23","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.39"
"Sandy Creek at Homebush",2016-12-15 00:38:00,"0.13","2.2","< 0.02","4.6","< 0.02","0.43","< 0.02","2.4","0.76","0.3","1.1","0.13","2","0.14","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.38"
"Sandy Creek at Homebush",2016-12-15 06:46:00,"0.14","2.1","< 0.02","4.4","< 0.02","0.43","< 0.02","2.1","0.74","0.27","1.2","0.11","2.1","0.11","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.47"
"Sandy Creek at Homebush",2016-12-15 12:54:00,"0.15","2.1","< 0.02","4.4","< 0.02","0.43","< 0.02","1.9","0.73","0.26","1.3","0.1","1.9","0.09","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.39"
"Sandy Creek at Homebush",2016-12-15 19:02:00,"0.14","1.9","< 0.02","3.8","< 0.02","0.41","0.02","1.6","0.66","0.24","1.3","0.1","1.7","0.08","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.4"
"Sandy Creek at Homebush",2016-12-16 01:10:00,"0.14","1.9","< 0.02","4","< 0.02","0.38","< 0.02","1.5","0.69","0.23","1.4","0.1","1.6","0.08","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.35"
"Sandy Creek at Homebush",2016-12-16 07:18:00,"0.16","2","< 0.02","3.8","< 0.02","0.4","< 0.02","1.5","0.64","0.23","1.5","0.1","1.7","0.07","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.35"
"Sandy Creek at Homebush",2016-12-16 20:41:00,"0.13","6","< 0.05","8.6","< 0.02","0.59","< 0.02","3","0.54","0.92","0.32","0.05","2.5","0.05","< 0.02","< 0.02","< 0.02","0.01","< 0.005","< 0.01","< 0.05","1.7"
"Sandy Creek at Homebush",2016-12-17 02:49:00,"0.32","3.6","< 0.05","4.9","< 0.02","< 0.02","< 0.02","3.7","0.59","1.2","0.24","0.03","1.1","0.05","< 0.02","< 0.02","< 0.02","0.01","< 0.005","< 0.01","< 0.05","0.66"
"Sandy Creek at Homebush",2016-12-17 08:57:00,"0.23","2.6","< 0.05","3.6","< 0.02","< 0.02","< 0.02","2.2","0.61","0.74","0.24","0.03","0.91","0.13","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.55"
"Sandy Creek at Homebush",2016-12-17 15:05:00,"0.22","1.9","< 0.05","3.2","< 0.02","< 0.02","< 0.02","2","0.65","0.67","0.29","0.04","1.2","0.13","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.3"
"Sandy Creek at Homebush",2016-12-18 00:13:00,"0.21","1.6","< 0.05","2.5","< 0.02","< 0.02","< 0.02","1.6","0.71","0.66","0.32","0.07","1.3","0.08","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.2"
"Sandy Creek at Homebush",2016-12-18 09:21:00,"0.22","1.5","< 0.05","2.2","< 0.02","0.28","< 0.02","1.5","0.69","0.62","0.33","0.1","1.3","0.06","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.19"
"Sandy Creek at Homebush",2016-12-18 18:29:00,"0.2","1.3","< 0.05","1.9","< 0.02","0.26","< 0.02","1.2","0.59","0.55","0.32","0.1","1.2","0.04","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.16"
"Sandy Creek at Homebush",2016-12-19 03:37:00,"0.19","1.3","< 0.05","1.8","< 0.02","0.28","< 0.02","1.2","0.59","0.54","0.34","0.12","1.1","0.04","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.13"
"Sandy Creek at Homebush",2016-12-19 12:45:00,"0.21","1.5","< 0.05","2","< 0.02","0.26","< 0.02","1.3","0.66","0.54","0.38","0.15","1.2","0.04","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.15"
"Sandy Creek at Homebush",2016-12-29 09:50:00,"0.11","1.1","< 0.05","1.2","< 0.02","0.12","< 0.02","0.81","0.43","0.28","0.33","0.08","0.64","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.03"
"Sandy Creek at Homebush",2017-01-03 19:29:00,"0.04","0.59","< 0.05","0.5","< 0.02","< 0.02","< 0.02","0.31","0.22","0.11","0.22","0.03","0.28","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","< 0.05"
"Sandy Creek at Homebush",2017-01-03 20:51:00,"0.07","0.84","< 0.05","1.2","< 0.02","< 0.02","< 0.02","0.76","0.3","0.19","0.27","0.04","0.3","0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.08"
"Sandy Creek at Homebush",2017-01-04 02:59:00,"0.05","1.2","< 0.05","2.4","< 0.02","< 0.02","< 0.02","1.2","0.32","0.42","0.06","0.03","0.32","< 0.02","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.97"
"Sandy Creek at Homebush",2017-01-04 09:07:00,"0.04","4.7","< 0.05","3.6","< 0.02","< 0.02","< 0.02","3","0.49","0.58","0.06","0.3","0.5","0.02","< 0.02","< 0.02","< 0.02","< 0.02","< 0.005","< 0.01","< 0.05","2.3"
"Sandy Creek at Homebush",2017-01-04 15:15:00,"0.04","5.5","< 0.05","3.9","< 0.02","< 0.02","< 0.02","1.7","0.51","0.53","0.14","0.32","0.51","0.04","0.05","< 0.02","< 0.02","0.02","< 0.005","< 0.01","< 0.05","1"
"Sandy Creek at Homebush",2017-01-04 21:23:00,"0.03","5.5","< 0.05","3.7","< 0.02","< 0.02","< 0.02","1.2","0.64","0.73","0.71","0.99","0.51","0.7","< 0.02","< 0.02","< 0.02","0.02","< 0.005","< 0.01","< 0.05","1.3"
"Sandy Creek at Homebush",2017-01-05 03:31:00,"0.02","5.6","< 0.05","3.6","< 0.02","< 0.02","< 0.02","1.1","0.48","0.75","0.67","0.83","0.53","0.96","< 0.02","< 0.02","< 0.02","< 0.02","< 0.005","< 0.01","< 0.05","0.97"
"Sandy Creek at Homebush",2017-01-05 09:39:00,"0.02","6.4","< 0.05","4","< 0.02","< 0.02","< 0.02","1.2","0.45","0.62","0.6","0.75","0.61","0.93","< 0.02","< 0.02","< 0.02","0.02","< 0.005","< 0.01","< 0.05","1.1"
"Sandy Creek at Homebush",2017-01-05 15:47:00,"0.03","7.2","< 0.05","4.1","< 0.02","< 0.02","< 0.02","1.2","0.48","0.47","0.53","0.73","0.74","0.81","< 0.02","< 0.02","< 0.02","0.02","< 0.005","< 0.01","< 0.05","1.2"
"Sandy Creek at Homebush",2017-01-05 19:01:00,"0.04","6.7","< 0.05","3.5","< 0.02","< 0.02","< 0.02","1.1","0.45","0.48","0.44","0.59","0.76","0.72","< 0.02","< 0.02","< 0.02","0.02","< 0.005","< 0.01","< 0.05","0.89"
"Sandy Creek at Homebush",2017-01-05 22:07:00,"0.02","4.4","< 0.05","2.5","< 0.02","< 0.02","< 0.02","0.96","0.49","0.54","0.37","0.28","0.53","0.75","0.02","< 0.02","< 0.02","< 0.02","< 0.005","< 0.01","< 0.05","0.48"
"Sandy Creek at Homebush",2017-01-06 00:01:00,"0.03","5.5","< 0.05","2.7","< 0.02","< 0.02","< 0.02","1.1","0.47","0.57","0.29","0.2","0.43","0.49","< 0.02","< 0.02","< 0.02","0.02","< 0.005","< 0.01","< 0.05","0.47"
"Sandy Creek at Homebush",2017-01-06 09:30:00,"0.02","3.1","< 0.05","1.9","< 0.02","0.34","< 0.02","0.73","0.34","0.61","0.35","0.16","0.46","0.48","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.35"
"Sandy Creek at Homebush",2017-01-07 01:01:00,"0.03","3.6","< 0.02","2.1","< 0.02","0.47","< 0.02","0.76","0.33","0.76","0.25","0.11","0.38","0.2","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.19"
"Sandy Creek at Homebush",2017-01-07 02:41:00,"0.03","2.9","< 0.02","1.8","< 0.02","0.47","< 0.02","0.76","0.38","0.81","0.24","0.11","0.35","0.17","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.14"
"Sandy Creek at Homebush",2017-01-07 04:09:00,"0.02","2.4","< 0.02","1.7","< 0.02","0.44","< 0.02","0.69","0.36","0.93","0.23","0.14","0.32","0.24","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.13"
"Sandy Creek at Homebush",2017-01-07 08:07:00,"0.02","1.7","< 0.02","1.3","< 0.02","0.33","< 0.02","0.48","0.34","0.97","0.25","0.09","0.34","0.37","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.12"
"Sandy Creek at Homebush",2017-01-07 17:15:00,"0.03","2.3","< 0.02","1.5","< 0.02","0.34","< 0.02","0.59","0.34","0.89","0.23","0.06","0.33","0.29","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.13"
"Sandy Creek at Homebush",2017-01-08 02:03:00,"0.04","3.3","< 0.02","1.8","< 0.02","0.44","< 0.02","0.59","0.33","0.92","0.26","0.07","0.43","0.25","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.13"
"Sandy Creek at Homebush",2017-01-08 11:11:00,"0.04","3","< 0.02","1.7","< 0.02","0.42","< 0.02","0.73","0.35","1.1","0.25","0.05","0.43","0.2","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.11"
"Sandy Creek at Homebush",2017-01-08 20:19:00,"0.05","2.7","< 0.02","1.7","< 0.02","0.42","< 0.02","0.69","0.3","1.1","0.27","0.05","0.4","0.16","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.09"
"Sandy Creek at Homebush",2017-01-09 08:27:00,"0.05","2.6","< 0.02","1.7","< 0.02","0.39","< 0.02","0.77","0.34","1.1","0.24","0.05","0.41","0.14","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.09"
"Sandy Creek at Homebush",2017-01-09 20:35:00,"0.05","2.3","< 0.02","1.8","< 0.02","0.38","< 0.02","0.67","0.35","1","0.2","0.04","0.43","0.09","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.1"
"Sandy Creek at Homebush",2017-01-10 08:43:00,"0.05","2.7","< 0.02","1.9","< 0.02","0.4","< 0.02","0.73","0.37","1","0.21","0.05","0.41","0.09","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.1"
"Sandy Creek at Homebush",2017-01-13 10:10:00,"0.03","1.1","< 0.02","1","< 0.02","0.2","< 0.02","0.49","0.4","0.89","0.21","0.04","0.35","0.11","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.07"
"Sandy Creek at Homebush",2017-01-14 21:40:00,"0.03","5.5","< 0.02","1.1","< 0.02","0.27","< 0.02","0.47","0.43","0.61","0.1","0.03","0.2","0.06","< 0.02","< 0.02","< 0.02","0.02","< 0.005","< 0.01","< 0.05","1.2"
"Sandy Creek at Homebush",2017-01-15 03:48:00,"0.03","2.2","< 0.02","1.3","< 0.02","0.25","< 0.02","0.52","0.34","0.64","0.12","0.07","0.27","0.06","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","0.93"
"Sandy Creek at Homebush",2017-01-15 09:56:00,"0.02","2.2","< 0.02","1.2","< 0.02","0.24","< 0.02","0.51","0.42","0.55","0.14","0.08","0.34","0.05","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","1"
"Sandy Creek at Homebush",2017-01-15 19:08:00,"0.03","3.1","< 0.02","1.2","< 0.02","0.29","< 0.02","0.59","0.45","0.53","0.17","0.06","0.41","0.09","< 0.02","< 0.02","< 0.02","< 0.01","< 0.005","< 0.01","< 0.05","1.5"
